rank,Uni,count,n_faculty
1,Massachusetts Institute of Technology,3.7,7
2,Princeton University,3.3,7
2,University of Washington,3.3,6
4,Univ. of California - Berkeley,2.9,7
5,Univ. of California - San Diego,2.6,6
6,Carnegie Mellon University,2.5,6
7,New York University,2.1,3
7,Stanford University,2.1,3
7,University of Michigan,2.1,4
10,Georgia Institute of Technology,1.8,4
11,University of Pennsylvania,1.7,3
12,Duke University,1.5,2
12,Harvard University,1.5,1
12,Stony Brook University,1.5,2
12,Univ. of Illinois at Urbana-Champaign,1.5,3
16,Cornell University,1.4,1
16,Rice University,1.4,2
16,Univ. of California - Los Angeles,1.4,2
16,University of Chicago,1.4,2
20,Purdue University,1.3,1
20,Univ. of California - Santa Barbara,1.3,1
20,University at Buffalo,1.3,2
20,University of Colorado Boulder,1.3,1
20,University of Massachusetts Amherst,1.3,1
20,University of Texas at Austin,1.3,2
20,University of Toronto,1.3,2
27,Georgetown University,1.2,1
27,Johns Hopkins University,1.2,1
27,University of North Carolina,1.2,1
27,University of Wisconsin - Madison,1.2,1
