rank,Uni,count,n_faculty
1,Carnegie Mellon University,10.4,11
2,Univ. of California - Berkeley,7.3,5
3,Univ. of Illinois at Urbana-Champaign,5.8,5
4,Stanford University,5.6,5
5,Univ. of California - San Diego,5.5,6
6,Massachusetts Institute of Technology,5.4,7
7,University of Southern California,5.1,5
8,Columbia University,4.6,3
9,University of Waterloo,4.1,2
10,Simon Fraser University,3.9,3
11,Boston University,3.8,5
12,Georgia Institute of Technology,3.7,4
12,University of Central Florida,3.7,1
14,Johns Hopkins University,3.6,2
15,Pennsylvania State University,3.5,4
15,University of Toronto,3.5,6
17,Oregon State University,3.4,2
18,Duke University,3.3,2
18,University of Washington,3.3,4
20,Cornell University,3.2,4
20,University of Maryland - College Park,3.2,3
22,Rutgers University,3.1,4
23,Univ. of California - Irvine,3.0,4
23,Univ. of California - Merced,3.0,1
25,Stevens Institute of Technology,2.9,3
26,Stony Brook University,2.7,3
27,University at Buffalo,2.5,2
28,Princeton University,2.4,4
29,University of Wisconsin - Madison,2.3,3
29,York University,2.3,3
