rank,Uni,count,n_faculty
1,Carnegie Mellon University,7.9,10
2,Univ. of California - Berkeley,7.2,6
3,Stony Brook University,6.3,6
4,Massachusetts Institute of Technology,5.9,7
5,Stanford University,5.0,4
6,Johns Hopkins University,4.8,3
7,Univ. of California - San Diego,4.4,5
8,Oregon State University,4.3,3
8,University of Massachusetts Amherst,4.3,3
10,Univ. of Illinois at Urbana-Champaign,4.1,4
11,Boston University,3.7,5
11,Rutgers University,3.7,4
13,University of Minnesota,3.5,4
13,University of Pennsylvania,3.5,4
15,University of Washington,3.4,5
16,University of Central Florida,3.3,3
16,University of Maryland - College Park,3.3,3
18,University of Southern California,3.2,3
19,University at Buffalo,3.0,2
19,West Virginia University,3.0,2
21,University of Pittsburgh,2.9,2
21,University of Wisconsin - Madison,2.9,3
23,Georgia Institute of Technology,2.8,3
24,Temple University,2.6,1
24,University of Guelph,2.6,2
24,University of Michigan,2.6,3
27,Columbia University,2.5,4
27,University of Houston,2.5,3
29,University of Texas at Arlington,2.4,3
30,York University,2.3,2
