rank,Uni,count,n_faculty
1,Carnegie Mellon University,7.7,8
2,Massachusetts Institute of Technology,6.5,5
3,Stanford University,5.9,4
4,Johns Hopkins University,5.5,3
5,Univ. of Illinois at Urbana-Champaign,4.8,4
6,University of Toronto,4.6,7
7,Simon Fraser University,4.5,5
8,York University,4.4,3
9,Rutgers University,4.2,5
10,Univ. of California - Berkeley,4.0,6
11,University of Washington,3.9,5
12,Boston University,3.7,4
13,University of Central Florida,3.5,1
14,Stony Brook University,3.3,5
14,Univ. of California - San Diego,3.3,6
14,University of Southern California,3.3,2
17,Rice University,3.2,2
18,Arizona State University,3.0,3
18,Univ. of California - Merced,3.0,3
18,University of Wisconsin - Madison,3.0,4
21,University of Pennsylvania,2.9,4
22,Pennsylvania State University,2.8,3
23,Georgia Institute of Technology,2.7,4
23,University of Waterloo,2.7,2
25,Univ. of California - Irvine,2.6,3
25,University of Maryland - College Park,2.6,2
25,University of Rochester,2.6,2
28,Temple University,2.5,1
28,University of Pittsburgh,2.5,2
30,Columbia University,2.4,4
30,Cornell University,2.4,4
30,University of Minnesota,2.4,4
