rank,Uni,count,n_faculty
1,Univ. of California - Berkeley,11.8,13
2,Stanford University,11.4,12
3,Carnegie Mellon University,11.2,12
4,Massachusetts Institute of Technology,8.1,11
4,Univ. of California - San Diego,8.1,11
6,Stony Brook University,7.7,9
7,Univ. of Illinois at Urbana-Champaign,7.3,9
8,Simon Fraser University,6.8,10
9,Michigan State University,6.5,4
9,University of Wisconsin - Madison,6.5,4
11,Johns Hopkins University,6.1,3
12,Cornell University,6.0,8
13,University of Toronto,5.7,7
14,University of Maryland - College Park,5.3,9
15,University of Central Florida,5.2,7
15,University of Rochester,5.2,5
17,Boston University,4.7,5
17,University at Buffalo,4.7,8
19,University of British Columbia,4.5,3
20,Northeastern University,4.4,6
21,University of Massachusetts Amherst,4.3,6
22,University of Pennsylvania,4.0,5
23,New York University,3.9,9
23,York University,3.9,5
25,Princeton University,3.7,5
26,Georgia Institute of Technology,3.6,7
27,Columbia University,3.5,5
28,Arizona State University,3.4,5
28,Oregon State University,3.4,3
28,Rutgers University,3.4,6
28,University of Texas at Austin,3.4,3
