rank,Uni,count,n_faculty
1,Univ. of California - Berkeley,10.1,11
2,Univ. of Illinois at Urbana-Champaign,10.0,11
3,Massachusetts Institute of Technology,8.2,13
4,Stanford University,8.0,8
5,Univ. of California - Merced,7.4,3
5,Univ. of California - San Diego,7.4,8
7,Carnegie Mellon University,7.3,9
8,Johns Hopkins University,5.5,4
8,Simon Fraser University,5.5,7
10,University of Maryland - College Park,5.4,7
11,University at Buffalo,5.3,5
12,University of Southern California,5.2,4
13,University of Texas at Austin,5.0,5
14,University of Pennsylvania,4.9,7
14,University of Wisconsin - Madison,4.9,5
16,University of Massachusetts Amherst,4.8,6
17,Stony Brook University,4.5,6
18,Cornell University,4.4,4
19,University of Central Florida,4.1,4
19,York University,4.1,5
21,Georgia Institute of Technology,4.0,4
21,University of Toronto,4.0,4
23,University of British Columbia,3.9,6
24,Oregon State University,3.6,5
24,University of Rochester,3.6,3
26,Princeton University,3.4,3
26,University of Michigan,3.4,6
28,Michigan State University,3.3,4
28,University of Washington,3.3,8
30,Boston University,3.1,3
30,Columbia University,3.1,4
30,Univ. of California - Irvine,3.1,3
