rank,Uni,count,n_faculty
1,Carnegie Mellon University,12.7,11
2,Univ. of California - San Diego,10.2,13
3,Stanford University,8.2,7
4,Univ. of California - Berkeley,7.8,8
5,Johns Hopkins University,5.7,4
6,Massachusetts Institute of Technology,5.6,9
7,Univ. of Illinois at Urbana-Champaign,5.2,10
8,University of Central Florida,5.1,4
9,Michigan State University,4.8,4
10,Cornell University,4.7,7
10,Simon Fraser University,4.7,9
12,University at Buffalo,4.6,3
12,University of Toronto,4.6,4
14,Columbia University,4.5,6
14,Univ. of California - Merced,4.5,1
16,Oregon State University,4.2,4
16,Rutgers University,4.2,4
18,University of Maryland - College Park,3.9,7
19,York University,3.8,3
20,Boston University,3.6,4
20,University of Wisconsin - Madison,3.6,3
22,University of Pennsylvania,3.5,4
23,Univ. of California - Riverside,3.1,1
23,University of Massachusetts Amherst,3.1,5
25,Georgia Institute of Technology,3.0,3
25,Stony Brook University,3.0,5
27,Duke University,2.9,4
27,Princeton University,2.9,2
27,University of Washington,2.9,6
30,University of Rochester,2.7,3
30,University of Southern California,2.7,3
