rank,Uni,count,n_faculty
1,Carnegie Mellon University,2.4,4
1,University of Massachusetts Amherst,2.4,4
3,Massachusetts Institute of Technology,2.3,3
4,University of Texas at Austin,1.8,2
4,Yale University,1.8,2
6,Michigan State University,1.7,1
6,Univ. of California - Davis,1.7,1
6,Univ. of California - San Diego,1.7,2
6,University of Michigan,1.7,3
6,University of Virginia,1.7,3
6,University of Washington,1.7,2
12,College of William and Mary,1.5,2
12,Princeton University,1.5,1
12,Rutgers University,1.5,3
12,Univ. of California - Berkeley,1.5,2
12,University of Notre Dame,1.5,1
12,University of Southern California,1.5,2
18,Univ. of California - Riverside,1.4,2
18,University of Minnesota,1.4,1
20,Florida State University,1.3,1
20,North Carolina State University,1.3,1
20,Ohio State University,1.3,1
20,Purdue University,1.3,1
20,Univ. of California - Los Angeles,1.3,1
20,Univ. of California - Santa Barbara,1.3,1
20,University at Albany - SUNY,1.3,1
20,University of Pennsylvania,1.3,1
20,University of Wisconsin - Madison,1.3,1
29,Binghamton University,1.2,1
29,Temple University,1.2,1
29,University of South Florida,1.2,1
29,Vanderbilt University,1.2,1
