rank,Uni,count,n_faculty
1,University of Massachusetts Amherst,2.2,4
2,Rutgers University,2.1,2
2,Univ. of California - San Diego,2.1,4
4,Univ. of California - Los Angeles,2.0,3
4,Univ. of California - Merced,2.0,3
4,University at Buffalo,2.0,3
4,University of Michigan,2.0,2
8,University of Washington,1.9,2
9,Massachusetts Institute of Technology,1.8,2
9,Ohio State University,1.8,2
9,Stony Brook University,1.8,3
9,University of North Carolina,1.8,2
13,Carnegie Mellon University,1.7,2
13,Dartmouth College,1.7,1
13,Princeton University,1.7,2
16,Michigan State University,1.6,1
16,NJIT,1.6,1
16,Univ. of California - Riverside,1.6,3
16,Univ. of Illinois at Urbana-Champaign,1.6,2
16,University of Colorado Boulder,1.6,3
16,University of Minnesota,1.6,2
22,Columbia University,1.5,2
22,Northwestern University,1.5,3
22,University of Texas at Austin,1.5,1
25,Duke University,1.4,2
25,University of Colorado - Denver,1.4,1
25,University of South Carolina,1.4,2
28,Harvard University,1.3,1
28,New York University,1.3,1
28,Northeastern University,1.3,2
28,Univ. of California - Irvine,1.3,1
28,University of Alabama - Birmingham,1.3,1
28,University of Texas at Arlington,1.3,2
28,University of Utah,1.3,1
28,University of Wisconsin - Madison,1.3,1
28,Wichita State University,1.3,1
