rank,Uni,count,n_faculty
1,Massachusetts Institute of Technology,3.6,3
2,Univ. of California - San Diego,2.8,4
3,Tufts University,2.5,3
4,Ohio State University,2.3,2
5,Princeton University,2.1,2
6,Carnegie Mellon University,1.9,4
6,Univ. of California - Los Angeles,1.9,2
6,University of Pennsylvania,1.9,2
9,University of Texas at Austin,1.8,1
10,Stevens Institute of Technology,1.7,2
11,University of Colorado Boulder,1.6,2
11,University of Washington,1.6,2
13,Boston College,1.5,1
13,Indiana University,1.5,1
13,New York University,1.5,1
13,Univ. of California - Irvine,1.5,1
13,Univ. of California - Santa Cruz,1.5,1
18,Brown University,1.3,1
18,Cornell University,1.3,1
18,North Carolina State University,1.3,1
18,Pennsylvania State University,1.3,2
18,Univ. of California - Riverside,1.3,1
18,University of Chicago,1.3,1
18,University of Maryland - College Park,1.3,1
18,Yale University,1.3,1
26,University at Buffalo,1.2,1
26,University of Michigan,1.2,1
