rank,Uni,count,n_faculty
1,Carnegie Mellon University,7.7,9
2,University of Washington,6.6,5
3,Cornell University,5.3,6
4,University of Pennsylvania,5.0,6
5,Johns Hopkins University,4.0,5
6,University of Michigan,3.7,6
7,Stanford University,3.5,2
8,Univ. of Illinois at Urbana-Champaign,3.2,4
8,University of Maryland - College Park,3.2,4
8,University of North Carolina,3.2,3
11,New York University,3.0,4
12,Oregon State University,2.9,2
12,Univ. of California - San Diego,2.9,4
14,University of Massachusetts Amherst,2.8,4
15,Rutgers University,2.7,1
15,Univ. of California - Berkeley,2.7,5
15,University of Illinois at Chicago,2.7,3
18,Ohio State University,2.5,3
18,University of Massachusetts Lowell,2.5,2
20,Massachusetts Institute of Technology,2.2,2
20,McGill University,2.2,2
20,TTI Chicago,2.2,1
23,Univ. of California - Santa Barbara,2.1,2
24,Duke University,2.0,3
24,Georgia Institute of Technology,2.0,3
24,Texas A&M University,2.0,1
24,University of Utah,2.0,1
28,Northeastern University,1.9,3
28,Stony Brook University,1.9,3
28,Univ. of California - Santa Cruz,1.9,3
