rank,Uni,count,n_faculty
1,Cornell University,6.4,7
2,University of Washington,5.6,8
3,Johns Hopkins University,5.3,3
4,University of Maryland - College Park,5.0,5
5,University of Texas at Dallas,4.9,3
6,Stanford University,4.7,1
7,Carnegie Mellon University,4.5,5
8,Massachusetts Institute of Technology,3.3,3
8,University of Toronto,3.3,3
10,New York University,3.1,5
11,Stony Brook University,3.0,3
12,University of North Carolina,2.9,3
13,Simon Fraser University,2.7,4
13,Univ. of California - San Diego,2.7,2
13,Univ. of Illinois at Urbana-Champaign,2.7,2
13,University of British Columbia,2.7,2
13,University of Michigan,2.7,5
18,Brandeis University,2.5,1
19,TTI Chicago,2.2,2
19,Univ. of California - Berkeley,2.2,2
21,University of Alberta,2.1,2
21,University of Arizona,2.1,3
23,CUNY,2.0,3
23,Oregon State University,2.0,3
23,Univ. of California - Los Angeles,2.0,3
23,University of Illinois at Chicago,2.0,2
23,University of Massachusetts Amherst,2.0,2
23,University of Notre Dame,2.0,1
23,University of Pittsburgh,2.0,2
23,University of Rochester,2.0,1
23,University of Texas at Austin,2.0,3
