rank,Uni,count,n_faculty
1,University of Washington,8.1,6
2,University of Pennsylvania,7.2,5
3,University of Maryland - College Park,6.7,7
4,Stanford University,6.0,3
5,Carnegie Mellon University,5.6,8
6,New York University,5.5,6
7,Massachusetts Institute of Technology,4.9,4
8,Cornell University,4.7,4
9,Johns Hopkins University,4.6,5
10,University of Texas at Austin,4.2,4
11,University of Michigan,4.1,7
12,Arizona State University,4.0,3
13,McGill University,3.8,4
14,University of Pittsburgh,3.7,3
15,University of North Carolina,3.6,2
16,Univ. of Illinois at Urbana-Champaign,3.4,4
17,Columbia University,3.3,5
18,Brown University,2.8,2
18,Oregon State University,2.8,3
18,University of Alberta,2.8,3
18,University of Massachusetts Lowell,2.8,3
18,University of Texas at Dallas,2.8,2
23,Univ. of California - Berkeley,2.7,4
23,University of Montreal,2.7,3
25,Northeastern University,2.5,2
25,TTI Chicago,2.5,4
25,University of Colorado Boulder,2.5,2
25,University of Oregon,2.5,3
29,Duke University,2.3,3
30,University of Toronto,2.2,3
