rank,Uni,count,n_faculty
1,Duke University,4.2,4
2,Univ. of California - San Diego,3.7,5
3,Univ. of California - Santa Barbara,3.4,3
4,Univ. of Illinois at Urbana-Champaign,3.3,5
5,Arizona State University,2.7,2
6,Columbia University,2.6,2
7,University of Texas at Austin,2.5,1
8,Univ. of California - Los Angeles,2.3,3
9,Univ. of California - Irvine,2.1,4
10,Univ. of California - Riverside,2.0,3
10,University of Notre Dame,2.0,3
12,University of Michigan,1.9,5
13,Cornell University,1.8,4
13,Northwestern University,1.8,3
13,Texas A&M University,1.8,1
13,University of North Carolina,1.8,1
17,University of British Columbia,1.7,2
17,Washington State University,1.7,3
19,Pennsylvania State University,1.6,4
19,Univ. of California - Berkeley,1.6,2
21,Massachusetts Institute of Technology,1.5,1
21,University of Pennsylvania,1.5,1
23,New York University,1.4,2
23,Simon Fraser University,1.4,1
25,Binghamton University,1.3,1
25,Brown University,1.3,1
25,Carnegie Mellon University,1.3,1
25,Michigan Technological University,1.3,1
25,Old Dominion University,1.3,1
25,University of Central Florida,1.3,2
25,Virginia Tech,1.3,1
