rank,Uni,count,n_faculty
1,Univ. of California - Irvine,3.7,3
2,Duke University,3.5,3
2,Univ. of California - San Diego,3.5,5
4,Washington State University,3.3,3
5,University of Central Florida,3.2,4
6,Univ. of California - Santa Barbara,2.4,3
6,University of Notre Dame,2.4,3
8,Arizona State University,2.1,2
8,New York University,2.1,3
10,Univ. of Illinois at Urbana-Champaign,2.0,3
11,Northeastern University,1.9,3
12,Cornell University,1.8,2
12,Pennsylvania State University,1.8,2
12,Syracuse University,1.8,3
12,University of Michigan,1.8,4
12,University of Texas at Austin,1.8,1
17,Princeton University,1.7,3
17,Texas A&M University,1.7,3
17,Univ. of California - Riverside,1.7,2
17,University of Connecticut,1.7,2
17,University of Maryland - College Park,1.7,2
22,Northwestern University,1.6,3
23,Brown University,1.5,1
23,Univ. of California - Davis,1.5,2
23,Univ. of California - Los Angeles,1.5,1
23,University of Florida,1.5,1
23,University of Louisiana - Lafayette,1.5,1
23,University of Pittsburgh,1.5,2
23,Yale University,1.5,1
30,Columbia University,1.3,1
30,Florida International University,1.3,1
30,George Mason University,1.3,1
30,Georgia Institute of Technology,1.3,2
30,Ohio University,1.3,1
30,Rochester Institute of Technology,1.3,1
30,Rutgers University,1.3,1
30,Univ. of California - Berkeley,1.3,4
30,University at Buffalo,1.3,2
30,University of Arkansas,1.3,1
30,University of Nebraska,1.3,1
30,University of Texas at Dallas,1.3,1
30,University of Texas at San Antonio,1.3,1
30,University of Utah,1.3,1
30,Virginia Tech,1.3,1
30,Wayne State University,1.3,2
