rank,Uni,count,n_faculty
1,Carnegie Mellon University,11.2,16
2,University of Maryland - College Park,6.7,15
3,University of Toronto,5.7,10
4,Pennsylvania State University,5.4,9
5,Rutgers University,5.3,7
6,University of Illinois at Chicago,5.2,8
7,University of Texas at Dallas,4.6,10
8,Arizona State University,4.5,8
8,University of Alberta,4.5,7
10,Harvard University,4.3,4
10,Univ. of California - Los Angeles,4.3,8
12,University of Southern California,4.2,8
13,Cornell University,4.1,5
14,University of Massachusetts Amherst,4.0,8
15,Northeastern University,3.9,5
16,Rice University,3.8,7
16,University of Pittsburgh,3.8,5
18,Massachusetts Institute of Technology,3.7,10
18,Univ. of California - Santa Barbara,3.7,5
20,Columbia University,3.6,5
20,Univ. of Illinois at Urbana-Champaign,3.6,6
20,University of Notre Dame,3.6,6
20,University of Washington,3.6,4
24,University of Michigan,3.4,7
25,Brown University,3.3,4
25,Rensselaer Polytechnic Institute,3.3,3
25,Rochester Institute of Technology,3.3,8
28,Duke University,3.2,5
28,Univ. of California - Berkeley,3.2,6
30,Georgia Institute of Technology,3.1,7
30,Simon Fraser University,3.1,4
