rank,Uni,count,n_faculty
1,Carnegie Mellon University,10.6,16
2,Univ. of California - Los Angeles,6.6,7
3,University of Alberta,6.5,10
4,Harvard University,5.8,6
4,University of Massachusetts Amherst,5.8,7
6,Northeastern University,5.3,6
7,University of Illinois at Chicago,5.0,7
8,Cornell University,4.6,7
9,Purdue University,4.5,6
10,University of Texas at Austin,4.3,4
11,Arizona State University,4.2,8
11,Simon Fraser University,4.2,5
13,Univ. of Illinois at Urbana-Champaign,4.1,10
14,University of British Columbia,4.0,6
14,University of Waterloo,4.0,6
16,Massachusetts Institute of Technology,3.9,8
17,University of Washington,3.8,8
17,Washington University in St. Louis,3.8,4
19,University of Texas at Dallas,3.7,6
20,University of Toronto,3.6,5
21,Brigham Young University,3.5,4
21,University of Pittsburgh,3.5,2
23,Oregon State University,3.3,4
23,University of Pennsylvania,3.3,6
25,Rice University,3.1,3
25,Stanford University,3.1,3
27,Georgia Institute of Technology,2.9,6
28,Columbia University,2.8,6
28,Michigan State University,2.8,3
28,Rutgers University,2.8,6
28,University of Colorado Boulder,2.8,5
