rank,Uni,count,n_faculty
1,Univ. of California - Los Angeles,6.5,14
2,University of Virginia,6.3,10
3,Rutgers University,5.8,10
4,Carnegie Mellon University,5.5,9
5,University of Toronto,5.2,9
6,University of Alberta,4.6,8
7,University of Southern California,4.5,9
8,University of Waterloo,4.3,8
9,Massachusetts Institute of Technology,4.1,9
9,Rochester Institute of Technology,4.1,7
11,Arizona State University,4.0,6
11,Michigan State University,4.0,6
13,Northeastern University,3.9,6
13,University of Texas at Dallas,3.9,5
15,University of Maryland - College Park,3.8,7
16,Cornell University,3.6,6
16,North Carolina State University,3.6,5
16,Univ. of Illinois at Urbana-Champaign,3.6,9
19,Rice University,3.3,4
19,Simon Fraser University,3.3,6
21,Univ. of California - Santa Barbara,3.2,7
22,Duke University,3.1,9
22,Univ. of California - Berkeley,3.1,10
22,University of Pittsburgh,3.1,4
25,University of Notre Dame,3.0,5
25,Washington State University,3.0,5
27,Pennsylvania State University,2.9,6
27,Washington University in St. Louis,2.9,5
29,University of Wisconsin - Madison,2.8,4
30,University at Buffalo,2.7,5
30,University of Massachusetts Amherst,2.7,5
