rank,Uni,count,n_faculty
1,Pennsylvania State University,4.6,11
2,Univ. of Illinois at Urbana-Champaign,4.3,12
3,Cornell University,3.9,6
4,Northeastern University,3.8,7
5,Univ. of California - San Diego,3.6,11
6,Indiana University,3.4,4
7,Georgia Institute of Technology,3.3,9
7,University of Michigan,3.3,7
9,Arizona State University,3.1,6
10,University of Chicago,2.9,5
10,University of Maryland - College Park,2.9,5
12,Purdue University,2.8,7
13,Columbia University,2.7,7
13,Northwestern University,2.7,2
15,Ohio State University,2.6,2
16,University of Washington,2.5,2
16,Virginia Tech,2.5,5
18,University of Wisconsin - Madison,2.4,3
19,Duke University,2.3,3
19,Princeton University,2.3,4
19,Stony Brook University,2.3,5
19,Univ. of California - Berkeley,2.3,5
19,University of Minnesota,2.3,4
19,University of Texas at Dallas,2.3,5
19,University of Virginia,2.3,4
26,Naval Postgraduate School,2.2,2
27,Univ. of California - Irvine,2.1,5
27,University of Florida,2.1,5
27,Yale University,2.1,3
30,George Mason University,2.0,3
30,Stanford University,2.0,3
30,Texas A&M University,2.0,3
