rank,Uni,count,n_faculty
1,Concordia University,3.5,5
2,Carnegie Mellon University,3.2,6
3,University of Virginia,3.1,4
4,North Carolina State University,3.0,6
4,Univ. of Illinois at Urbana-Champaign,3.0,7
6,University of Southern California,2.8,5
7,University of Texas at Dallas,2.7,3
8,College of William and Mary,2.5,6
9,NJIT,2.3,2
9,University of British Columbia,2.3,3
11,Iowa State University,2.2,2
12,George Mason University,2.1,3
12,University of Cincinnati,2.1,2
12,Virginia Tech,2.1,3
15,McGill University,2.0,1
15,Univ. of California - Irvine,2.0,3
15,University of Washington,2.0,2
18,University of Chicago,1.9,3
19,Purdue University,1.8,3
19,Rutgers University,1.8,2
21,University of Michigan,1.7,1
21,University of Notre Dame,1.7,2
23,Univ. of California - Riverside,1.6,2
24,Massachusetts Institute of Technology,1.5,2
24,Queen’s University,1.5,2
24,Univ. of California - Los Angeles,1.5,2
24,Univ. of California - San Diego,1.5,3
28,Northern Arizona University,1.4,2
28,Oregon State University,1.4,2
28,Rochester Institute of Technology,1.4,2
28,University of Texas at Austin,1.4,1
