rank,Uni,count,n_faculty
1,Concordia University,3.5,5
2,Carnegie Mellon University,3.2,3
3,North Carolina State University,2.5,4
3,Univ. of California - Irvine,2.5,5
3,Univ. of California - Los Angeles,2.5,3
6,Univ. of Illinois at Urbana-Champaign,2.4,5
7,Univ. of California - Davis,2.3,4
7,Virginia Tech,2.3,4
9,Purdue University,2.1,3
9,University of Texas at Dallas,2.1,5
9,University of Waterloo,2.1,4
12,University of Southern California,2.0,4
13,CUNY,1.8,1
13,Oakland University,1.8,1
13,Queen’s University,1.8,2
16,University of Notre Dame,1.7,3
16,University of Toronto,1.7,2
18,Univ. of California - Riverside,1.6,2
18,University of British Columbia,1.6,1
18,University of Texas at San Antonio,1.6,2
21,College of William and Mary,1.5,2
21,Texas A&M University,1.5,1
21,The University of Alabama,1.5,1
21,Univ. of California - Merced,1.5,1
21,University of Chicago,1.5,2
21,University of Kansas,1.5,1
21,University of Massachusetts Amherst,1.5,1
28,Georgia Institute of Technology,1.4,3
28,Iowa State University,1.4,2
28,Univ. of California - Berkeley,1.4,2
28,University at Buffalo,1.4,2
28,University of Colorado Boulder,1.4,1
