rank,Uni,count,n_faculty
1,Massachusetts Institute of Technology,9.3,10
2,University of Michigan,7.1,4
3,Carnegie Mellon University,6.6,9
4,Princeton University,5.4,6
5,Univ. of California - San Diego,5.0,5
6,Stanford University,4.9,6
7,Univ. of Illinois at Urbana-Champaign,4.8,4
8,Columbia University,4.7,6
9,Univ. of California - Los Angeles,4.4,4
9,University of Washington,4.4,6
11,TTI Chicago,4.2,3
11,University of Pennsylvania,4.2,4
13,Univ. of California - Berkeley,3.9,4
14,Duke University,3.5,4
14,University of Texas at Austin,3.5,5
16,Cornell University,3.2,4
16,University of Waterloo,3.2,4
18,University at Buffalo,3.1,2
19,Harvard University,3.0,3
20,New York University,2.9,5
21,University of Wisconsin - Madison,2.8,3
22,Boston University,2.7,5
22,University of Chicago,2.7,2
24,Northeastern University,2.6,4
25,University of Illinois at Chicago,2.5,3
25,University of Toronto,2.5,1
27,Johns Hopkins University,2.3,2
27,Univ. of California - Merced,2.3,1
27,Yale University,2.3,2
30,Brown University,2.2,4
30,Dartmouth College,2.2,2
30,Georgia Institute of Technology,2.2,2
30,University of Maryland - College Park,2.2,4
30,Université de Sherbrooke,2.2,1
