rank,Uni,count,n_faculty
1,Carnegie Mellon University,11.2,12
2,Stanford University,7.5,7
3,University of Michigan,7.0,5
4,Massachusetts Institute of Technology,6.9,7
5,Rutgers University,5.3,4
6,Princeton University,5.1,6
7,Columbia University,4.5,5
8,Univ. of California - Berkeley,4.4,6
8,University of Waterloo,4.4,6
10,University of Pennsylvania,4.2,4
11,University of Wisconsin - Madison,4.0,3
12,University of Maryland - College Park,3.7,3
13,Purdue University,3.5,2
13,University of Toronto,3.5,5
15,University of Illinois at Chicago,3.3,3
16,Northeastern University,3.2,3
16,Univ. of Illinois at Urbana-Champaign,3.2,3
16,University of Texas at Austin,3.2,4
16,University of Washington,3.2,4
20,Stony Brook University,3.0,2
20,Univ. of California - Los Angeles,3.0,3
20,Univ. of California - San Diego,3.0,4
20,University at Buffalo,3.0,1
20,University of Chicago,3.0,2
25,Duke University,2.9,3
25,TTI Chicago,2.9,3
25,Yale University,2.9,3
28,Boston University,2.8,4
28,California Institute of Technology,2.8,2
30,Georgia Institute of Technology,2.2,2
