rank,Uni,count,n_faculty
1,Carnegie Mellon University,12.8,10
2,Massachusetts Institute of Technology,12.0,10
3,University of Washington,6.2,6
4,Cornell University,5.8,5
5,University of Texas at Austin,5.6,6
6,Univ. of Illinois at Urbana-Champaign,5.3,6
7,Columbia University,5.1,5
8,Northeastern University,4.8,5
9,TTI Chicago,4.6,4
10,New York University,4.5,6
11,University of Southern California,4.2,3
12,University of Toronto,3.7,3
13,Univ. of California - San Diego,3.5,3
13,Yale University,3.5,4
15,Boston University,3.4,4
15,Stanford University,3.4,4
15,University of Waterloo,3.4,4
18,Georgia Institute of Technology,3.3,3
18,Purdue University,3.3,4
20,Northwestern University,3.1,4
20,Univ. of California - Berkeley,3.1,7
22,Duke University,2.9,2
22,Univ. of California - Los Angeles,2.9,4
24,Princeton University,2.8,2
24,Univ. of California - Santa Barbara,2.8,3
26,Harvard University,2.7,2
26,University of Pennsylvania,2.7,3
28,University of Maryland - College Park,2.6,3
29,Univ. of California - Merced,2.3,1
29,University of British Columbia,2.3,2
