rank,Uni,count,n_faculty
1,Carnegie Mellon University,9.9,11
2,Massachusetts Institute of Technology,7.4,7
3,University of Michigan,7.2,6
4,Stanford University,6.1,8
5,Princeton University,5.1,6
6,Univ. of Illinois at Urbana-Champaign,4.8,6
7,Purdue University,4.5,6
8,Rutgers University,4.0,4
9,Cornell University,3.9,5
9,University of Waterloo,3.9,5
11,University of Washington,3.5,5
12,Duke University,3.4,2
13,Univ. of California - Santa Barbara,3.3,3
14,Univ. of California - Berkeley,3.1,5
15,Michigan Technological University,3.0,1
15,TTI Chicago,3.0,2
15,Utah State University,3.0,1
18,Columbia University,2.9,6
18,Georgia Institute of Technology,2.9,4
20,Univ. of California - San Diego,2.7,2
20,University of Illinois at Chicago,2.7,3
20,Yale University,2.7,3
23,University of Pennsylvania,2.6,3
24,New York University,2.5,4
25,Johns Hopkins University,2.4,3
25,Univ. of California - Los Angeles,2.4,3
25,University of Wisconsin - Madison,2.4,3
28,University at Buffalo,2.3,2
29,Harvard University,2.2,3
29,University of Chicago,2.2,2
