rank,Uni,count,n_faculty
1,Univ. of Illinois at Urbana-Champaign,6.9,12
2,Georgia Institute of Technology,5.6,5
3,Univ. of California - Santa Barbara,4.0,5
4,Massachusetts Institute of Technology,3.5,4
5,Univ. of California - San Diego,3.2,5
5,University of Michigan,3.2,7
5,University of Rochester,3.2,4
8,Purdue University,3.1,3
9,University of Wisconsin - Madison,3.0,2
10,Pennsylvania State University,2.9,5
11,Princeton University,2.8,3
11,Univ. of California - Riverside,2.8,6
11,University of Texas at Austin,2.8,3
14,University of Chicago,2.7,3
15,Carnegie Mellon University,2.6,3
16,Cornell University,2.4,6
16,Univ. of California - Los Angeles,2.4,2
18,University of British Columbia,2.3,3
18,University of Virginia,2.3,4
20,University of Toronto,2.2,4
21,University of Utah,2.0,3
22,North Carolina State University,1.9,2
23,Columbia University,1.8,4
23,Simon Fraser University,1.8,3
23,Texas A&M University,1.8,2
23,Univ. of California - Santa Cruz,1.8,3
23,University of Pennsylvania,1.8,3
23,Yale University,1.8,2
29,Northwestern University,1.7,2
29,Stanford University,1.7,4
29,University of Pittsburgh,1.7,3
