rank,Uni,count,n_faculty
1,Univ. of Illinois at Urbana-Champaign,5.9,10
2,Massachusetts Institute of Technology,4.4,8
3,Georgia Institute of Technology,3.2,4
3,North Carolina State University,3.2,5
3,Purdue University,3.2,4
3,Univ. of California - Riverside,3.2,6
7,University of Michigan,2.9,7
8,University of Virginia,2.8,4
9,Cornell University,2.4,4
9,University of Toronto,2.4,5
11,Pennsylvania State University,2.3,5
11,Univ. of California - Irvine,2.3,3
13,Univ. of California - Los Angeles,2.2,5
13,University of Washington,2.2,3
15,Northeastern University,2.1,3
15,University of Pennsylvania,2.1,3
15,University of Pittsburgh,2.1,2
15,University of Texas at Austin,2.1,4
19,Carnegie Mellon University,2.0,6
19,Indiana University,2.0,2
19,Univ. of California - San Diego,2.0,2
19,University of Utah,2.0,3
23,Columbia University,1.9,3
23,Duke University,1.9,4
23,Univ. of California - Santa Barbara,1.9,3
23,Univ. of California - Santa Cruz,1.9,3
23,University of Central Florida,1.9,3
23,University of Wisconsin - Madison,1.9,2
29,Arizona State University,1.8,1
29,Texas A&M University,1.8,4
29,University of Chicago,1.8,3
