rank,Uni,count,n_faculty
1,Massachusetts Institute of Technology,6.6,8
2,University of Waterloo,4.5,7
3,Northeastern University,4.2,4
4,University of Chicago,4.0,4
5,Univ. of California - San Diego,3.7,6
6,Georgia Institute of Technology,3.5,9
7,Carnegie Mellon University,3.3,7
8,Univ. of California - Berkeley,3.2,7
8,University of Wisconsin - Madison,3.2,5
10,Duke University,3.1,4
10,New York University,3.1,3
12,Univ. of California - Irvine,3.0,4
13,University of Pennsylvania,2.9,7
13,University of Washington,2.9,3
15,Purdue University,2.7,4
16,University of Michigan,2.6,2
17,Harvard University,2.5,3
18,Simon Fraser University,2.4,4
18,Univ. of Illinois at Urbana-Champaign,2.4,4
18,University of Massachusetts Amherst,2.4,4
21,Rutgers University,2.3,4
21,Univ. of California - Santa Cruz,2.3,3
21,University of Texas at Arlington,2.3,3
24,Stanford University,2.1,4
24,University of British Columbia,2.1,3
26,Rice University,2.0,2
26,University of Toronto,2.0,3
26,Virginia Tech,2.0,2
29,Univ. of California - Riverside,1.8,2
29,University of Southern California,1.8,2
29,University of Virginia,1.8,1
