rank,Uni,count,n_faculty
1,Massachusetts Institute of Technology,3.3,5
2,Univ. of California - Santa Barbara,3.2,4
3,Duke University,2.9,4
4,University of Waterloo,2.8,4
4,University of Wisconsin - Madison,2.8,5
6,University of Chicago,2.5,5
7,Stanford University,2.4,4
8,Pennsylvania State University,2.3,4
8,Univ. of California - Berkeley,2.3,4
8,University of Michigan,2.3,4
11,Georgia Institute of Technology,2.2,3
11,University of Maryland - College Park,2.2,2
11,Worcester Polytechnic Institute,2.2,2
14,Columbia University,2.1,3
15,Ohio State University,2.0,2
16,Simon Fraser University,1.9,3
16,Univ. of California - Irvine,1.9,3
18,Carnegie Mellon University,1.8,2
18,Case Western Reserve University,1.8,1
18,Purdue University,1.8,2
18,Stony Brook University,1.8,3
18,Univ. of Illinois at Urbana-Champaign,1.8,2
23,Univ. of California - Santa Cruz,1.7,2
23,University of Massachusetts Lowell,1.7,2
23,University of Southern California,1.7,2
23,University of Washington,1.7,2
27,Kent State University,1.5,1
27,Louisiana State University,1.5,1
27,Northeastern University,1.5,1
27,Rice University,1.5,1
27,University of Illinois at Chicago,1.5,1
27,University of Louisville,1.5,1
27,University of Texas at Arlington,1.5,1
27,University of Toronto,1.5,1
27,York University,1.5,2
