rank,Uni,count,n_faculty
1,Massachusetts Institute of Technology,3.8,7
2,Columbia University,1.8,2
3,Princeton University,1.7,3
3,Univ. of California - Berkeley,1.7,3
3,University of Washington,1.7,3
6,New York University,1.6,2
7,University of Toronto,1.5,1
8,Georgia Institute of Technology,1.3,1
8,Rice University,1.3,1
8,Texas A&M University,1.3,1
8,University of Pennsylvania,1.3,1
12,Univ. of California - San Diego,1.2,1
13,Cornell University,1.1,1
13,North Carolina State University,1.1,1
13,Pennsylvania State University,1.1,1
13,Stanford University,1.1,1
