rank,Uni,count,n_faculty
1,Columbia University,2.1,3
2,Massachusetts Institute of Technology,2.0,3
3,University of Washington,1.8,3
4,Carnegie Mellon University,1.5,1
4,Harvard University,1.5,1
4,New York University,1.5,2
4,Princeton University,1.5,2
4,Univ. of California - Berkeley,1.5,2
9,Stanford University,1.4,2
9,University of British Columbia,1.4,2
9,University of Texas at Austin,1.4,2
9,University of Wisconsin - Madison,1.4,2
13,Georgetown University,1.3,2
13,University of Massachusetts Amherst,1.3,1
13,University of Michigan,1.3,1
13,University of Pennsylvania,1.3,2
17,Georgia Institute of Technology,1.2,1
17,Texas A&M University,1.2,1
17,Univ. of California - San Diego,1.2,1
17,University of Utah,1.2,1
21,Cornell University,1.1,1
21,Virginia Tech,1.1,1
