rank,Uni,count,n_faculty
1,Carnegie Mellon University,3.5,3
2,University of Wisconsin - Madison,3.0,3
3,Cornell University,2.5,2
4,University of Colorado Boulder,2.2,3
5,Massachusetts Institute of Technology,2.0,1
5,University of Texas at Austin,2.0,3
7,Univ. of California - Davis,1.8,1
8,Stanford University,1.6,1
8,Univ. of California - San Diego,1.6,2
10,University of Michigan,1.5,1
10,University of Minnesota,1.5,1
10,University of Southern California,1.5,1
13,University of Pennsylvania,1.4,1
14,Princeton University,1.3,1
14,Univ. of California - Riverside,1.3,1
14,University of British Columbia,1.3,1
14,University of Toronto,1.3,1
14,University of Waterloo,1.3,1
19,Indiana University,1.2,1
20,Rice University,1.1,1
