rank,Uni,count,n_faculty
1,University of Washington,13.3,19
2,Carnegie Mellon University,9.5,17
3,University of Toronto,7.2,5
4,University of Michigan,5.0,8
5,Univ. of California - Irvine,4.7,11
6,Stanford University,4.1,7
7,Georgia Institute of Technology,4.0,7
8,Univ. of California - Berkeley,3.7,4
9,Northeastern University,3.4,4
10,Univ. of Illinois at Urbana-Champaign,2.7,5
11,University of Colorado Boulder,2.6,4
11,University of Wisconsin - Madison,2.6,2
13,University of Maryland - College Park,2.5,5
13,Virginia Tech,2.5,3
15,Cornell University,2.3,6
15,Northwestern University,2.3,6
15,Simon Fraser University,2.3,3
18,Massachusetts Institute of Technology,2.2,4
18,University of Calgary,2.2,2
18,University of Minnesota,2.2,3
18,University of Saskatchewan,2.2,1
18,University of Waterloo,2.2,3
23,Univ. of California - Santa Cruz,2.1,3
23,University of Manitoba,2.1,2
23,University of Pittsburgh,2.1,5
26,Brown University,2.0,2
26,Texas A&M University,2.0,2
26,Univ. of California - San Diego,2.0,2
26,University of Central Florida,2.0,2
30,Queen’s University,1.9,2
30,University of British Columbia,1.9,3
