rank,Uni,count,n_faculty
1,University of Washington,10.6,16
2,Carnegie Mellon University,9.1,19
3,University of Toronto,6.4,8
4,University of Michigan,4.0,8
5,Univ. of California - Irvine,3.8,7
6,Stanford University,3.6,7
7,Cornell University,3.3,5
8,Univ. of Illinois at Urbana-Champaign,3.2,6
9,University of Colorado Boulder,3.1,9
10,University of Saskatchewan,3.0,3
11,Univ. of California - San Diego,2.9,4
11,University of British Columbia,2.9,6
13,Univ. of California - Berkeley,2.8,3
14,University of Minnesota,2.7,3
15,University of Wisconsin - Madison,2.6,3
16,Univ. of California - Santa Cruz,2.5,4
17,Northeastern University,2.4,4
17,Stony Brook University,2.4,2
17,University of Massachusetts Amherst,2.4,3
20,Georgia Institute of Technology,2.2,5
20,University of Guelph,2.2,3
22,University of Nevada,2.0,2
22,University of Pittsburgh,2.0,3
22,University of Victoria,2.0,2
25,Simon Fraser University,1.9,3
26,Columbia University,1.8,3
26,University of Chicago,1.8,3
26,University of Manitoba,1.8,1
26,University of Maryland - College Park,1.8,2
30,Clemson University,1.7,1
30,Harvard University,1.7,1
30,Northwestern University,1.7,3
30,Queen’s University,1.7,2
30,University of Iowa,1.7,1
30,University of Waterloo,1.7,2
