rank,Uni,count,n_faculty
1,Carnegie Mellon University,11.7,23
2,University of Washington,9.6,21
3,University of Toronto,7.0,10
4,Univ. of California - San Diego,6.8,8
5,Georgia Institute of Technology,5.6,11
5,University of Maryland - College Park,5.6,13
7,University of Waterloo,5.4,5
8,Stanford University,5.2,8
9,Univ. of California - Irvine,5.0,12
10,University of Michigan,4.9,9
11,University of Chicago,4.2,10
11,University of Colorado Boulder,4.2,9
13,Cornell University,3.8,8
13,Virginia Tech,3.8,7
15,Northeastern University,3.7,9
16,Rutgers University,3.5,4
16,University of British Columbia,3.5,5
18,Univ. of Illinois at Urbana-Champaign,3.3,6
19,Northwestern University,3.1,4
19,Texas A&M University,3.1,6
19,Univ. of California - Santa Cruz,3.1,6
22,Univ. of California - Berkeley,3.0,6
23,Simon Fraser University,2.9,3
23,University of Central Florida,2.9,4
23,University of Minnesota,2.9,4
26,University of Calgary,2.7,5
27,Carleton University,2.6,1
27,IUPUI,2.6,4
29,Massachusetts Institute of Technology,2.5,3
30,University of Wisconsin - Madison,2.4,3
