rank,Uni,count,n_faculty
1,Carnegie Mellon University,12.8,20
2,University of Washington,10.5,17
3,University of Toronto,7.5,7
4,Univ. of California - Irvine,5.9,8
5,University of Michigan,5.5,10
6,Stanford University,5.2,9
7,Univ. of California - Berkeley,3.7,5
8,Univ. of California - Santa Cruz,3.6,6
9,Massachusetts Institute of Technology,3.5,3
10,University of Manitoba,3.4,4
11,University of Saskatchewan,3.0,1
12,Northwestern University,2.9,7
12,University of Colorado Boulder,2.9,6
14,Georgia Institute of Technology,2.8,5
14,Univ. of California - San Diego,2.8,6
16,Texas A&M University,2.7,4
16,University of Wisconsin - Madison,2.7,4
18,University of Maryland - College Park,2.6,6
19,Northeastern University,2.5,5
20,Indiana University,2.4,5
20,University of British Columbia,2.4,6
22,University of Waterloo,2.3,2
22,Worcester Polytechnic Institute,2.3,2
24,University of Central Florida,2.2,2
25,Tulane University,2.0,1
25,Univ. of Illinois at Urbana-Champaign,2.0,3
25,University of Minnesota,2.0,2
25,University of Oregon,2.0,1
25,University of Utah,2.0,4
30,Cornell University,1.9,3
30,Dartmouth College,1.9,3
30,University of Chicago,1.9,2
30,University of Victoria,1.9,2
