rank,Uni,count,n_faculty
1,University of Massachusetts Amherst,4.2,6
2,Michigan State University,3.8,5
3,Univ. of California - San Diego,3.3,4
4,University at Buffalo,2.4,4
5,Purdue University,2.3,5
6,Univ. of Illinois at Urbana-Champaign,2.1,4
7,Carnegie Mellon University,2.0,2
7,Univ. of California - Merced,2.0,3
9,Massachusetts Institute of Technology,1.9,5
10,University of Minnesota,1.8,2
11,Univ. of California - Los Angeles,1.7,2
12,George Mason University,1.6,3
13,Princeton University,1.5,1
13,Stony Brook University,1.5,1
13,University of Michigan,1.5,2
13,University of North Carolina,1.5,1
13,University of Texas at Austin,1.5,1
18,Arizona State University,1.4,3
18,Rice University,1.4,1
18,University of Colorado Boulder,1.4,5
21,Duke University,1.3,1
21,Rutgers University,1.3,3
21,Simon Fraser University,1.3,1
21,Stanford University,1.3,1
21,University of Colorado - Denver,1.3,1
21,University of Virginia,1.3,2
27,Boston University,1.2,1
27,Clemson University,1.2,1
27,Dartmouth College,1.2,1
27,Univ. of California - Berkeley,1.2,1
27,Univ. of California - Irvine,1.2,1
27,University of Maryland - College Park,1.2,1
27,University of Tennessee,1.2,1
27,University of Texas at Arlington,1.2,1
27,University of Washington,1.2,1
27,University of Waterloo,1.2,1
