rank,Uni,count,n_faculty
1,Univ. of Illinois at Urbana-Champaign,2.6,3
2,University of Michigan,2.4,4
3,University of Massachusetts Amherst,2.2,3
4,Rutgers University,2.1,4
5,Univ. of California - Berkeley,1.9,2
6,Cornell University,1.8,2
6,University of Minnesota,1.8,2
6,University of Southern California,1.8,2
9,Carnegie Mellon University,1.7,2
9,Univ. of California - Los Angeles,1.7,2
9,University of Chicago,1.7,2
12,Massachusetts Institute of Technology,1.6,3
12,New York University,1.6,2
12,Rice University,1.6,1
12,Stony Brook University,1.6,2
16,University of Texas at Austin,1.5,2
16,University of Washington,1.5,1
16,Yale University,1.5,2
19,Dartmouth College,1.3,1
19,Michigan State University,1.3,2
19,Portland State University,1.3,1
19,Purdue University,1.3,1
19,Tufts University,1.3,1
19,Univ. of California - Irvine,1.3,1
19,Univ. of Maryland - Baltimore County,1.3,1
19,University at Buffalo,1.3,1
19,University of Colorado Boulder,1.3,1
19,University of Illinois at Chicago,1.3,1
19,University of Iowa,1.3,1
19,University of New Mexico,1.3,1
19,University of South Carolina,1.3,1
19,University of Virginia,1.3,1
19,Washington University in St. Louis,1.3,1
