rank,Uni,count,n_faculty
1,University of Washington,12.2,19
2,Carnegie Mellon University,10.4,21
3,University of Toronto,8.7,11
4,University of Michigan,7.9,17
5,Univ. of California - San Diego,6.7,10
6,Georgia Institute of Technology,5.4,11
6,Northwestern University,5.4,8
8,Stanford University,5.1,6
9,Cornell University,5.0,10
10,Univ. of California - Santa Cruz,4.9,7
10,University of Colorado Boulder,4.9,7
12,Massachusetts Institute of Technology,4.7,9
12,Univ. of California - Irvine,4.7,9
14,University of Waterloo,4.5,5
15,Univ. of Illinois at Urbana-Champaign,4.1,7
16,Indiana University,3.7,7
16,Simon Fraser University,3.7,5
18,University of Calgary,3.6,6
19,University of Maryland - College Park,3.5,8
20,IUPUI,3.4,4
20,Univ. of California - Berkeley,3.4,6
22,Rutgers University,3.3,4
23,University of Chicago,2.9,6
24,Lehigh University,2.8,4
24,Texas A&M University,2.8,4
26,University of Virginia,2.7,3
27,Dartmouth College,2.6,4
27,Northeastern University,2.6,6
27,University of Saskatchewan,2.6,1
30,Columbia University,2.5,3
30,University of Minnesota,2.5,5
