rank,Uni,count,n_faculty
1,Virginia Tech,3.3,4
2,University of Utah,2.9,7
3,University of Maryland - College Park,2.7,4
3,University of Washington,2.7,3
5,University of North Carolina,2.3,3
6,Univ. of California - Davis,2.2,1
7,Northwestern University,2.1,2
7,Purdue University,2.1,3
9,University of Arizona,2.0,2
9,University of South Florida,2.0,1
11,Georgia Institute of Technology,1.9,3
11,University of Florida,1.9,4
13,Dalhousie University,1.8,3
13,Northeastern University,1.8,4
13,University of Massachusetts Amherst,1.8,2
13,University of Minnesota,1.8,1
17,Arizona State University,1.7,1
17,New York University,1.7,2
17,Ohio State University,1.7,2
17,University of British Columbia,1.7,1
17,University of Wisconsin - Madison,1.7,3
17,Washington University in St. Louis,1.7,2
23,Oregon State University,1.6,3
23,Stony Brook University,1.6,2
23,UNC - Charlotte,1.6,2
26,Carleton University,1.5,1
26,Clemson University,1.5,2
26,Harvard University,1.5,1
26,IUPUI,1.5,1
26,Michigan Technological University,1.5,1
26,University of Central Florida,1.5,2
26,University of Michigan,1.5,1
26,University of Toronto,1.5,1
26,Vanderbilt University,1.5,2
