rank,Uni,count,n_faculty
1,Univ. of California - Davis,3.4,2
2,University of Utah,2.5,3
3,Virginia Tech,2.2,4
4,Georgia Institute of Technology,2.1,2
5,Stony Brook University,1.9,2
6,Stanford University,1.8,2
6,University of Central Florida,1.8,2
8,University of Wisconsin - Madison,1.7,2
9,University of British Columbia,1.6,1
9,University of Maryland - College Park,1.6,3
11,Brown University,1.5,1
11,Simon Fraser University,1.5,1
11,Tufts University,1.5,1
11,University of Minnesota,1.5,2
11,University of North Carolina,1.5,1
11,University of Toronto,1.5,2
17,Harvard University,1.3,1
17,Ohio State University,1.3,1
17,Purdue University,1.3,1
17,Simmons University,1.3,1
17,Univ. of California - Berkeley,1.3,1
17,Univ. of Maryland - Baltimore County,1.3,1
17,University of Washington,1.3,1
17,University of Waterloo,1.3,1
17,Washington State University,1.3,1
26,Arizona State University,1.2,1
26,Northeastern University,1.2,1
26,Northwestern University,1.2,1
26,Oregon State University,1.2,1
26,University of Arizona,1.2,2
26,University of Pittsburgh,1.2,1
