rank,Uni,count,n_faculty
1,University of North Carolina,3.3,2
2,University of Utah,2.9,6
3,Virginia Tech,2.6,4
4,University of Maryland - College Park,2.3,5
5,Northeastern University,2.1,1
6,Harvard University,2.0,1
7,New York University,1.9,4
7,Univ. of California - Davis,1.9,2
9,University of Washington,1.8,1
10,Georgia Institute of Technology,1.7,3
11,Stanford University,1.6,2
11,University of Arizona,1.6,3
13,North Carolina State University,1.5,1
13,Texas Tech University,1.5,1
13,Univ. of California - Santa Barbara,1.5,2
13,University of British Columbia,1.5,2
13,University of Chicago,1.5,1
13,University of Massachusetts Amherst,1.5,1
13,University of Toronto,1.5,2
13,University of Wisconsin - Madison,1.5,1
21,Tufts University,1.4,1
21,UNC - Charlotte,1.4,1
21,Washington University in St. Louis,1.4,2
24,Brown University,1.3,1
24,Indiana University,1.3,1
24,Kent State University,1.3,1
24,Simon Fraser University,1.3,1
24,UCCS,1.3,1
24,Univ. of California - Berkeley,1.3,1
24,Univ. of California - San Diego,1.3,1
24,University of Calgary,1.3,1
24,University of Florida,1.3,1
24,University of Iowa,1.3,1
24,University of Miami,1.3,1
24,University of Minnesota,1.3,2
24,University of Missouri,1.3,1
24,University of Nebraska,1.3,1
24,University of Victoria,1.3,1
24,Wayne State University,1.3,1
24,Worcester Polytechnic Institute,1.3,1
