rank,Uni,count,n_faculty
1,Univ. of California - Davis,2.3,2
1,University of Washington,2.3,1
3,Univ. of California - Irvine,2.2,1
3,University of Maryland - College Park,2.2,3
5,Ohio State University,2.0,3
5,Purdue University,2.0,4
5,University of Utah,2.0,4
8,New York University,1.9,1
8,Stanford University,1.9,2
10,Simon Fraser University,1.8,2
11,Stony Brook University,1.7,3
11,University of Central Florida,1.7,1
13,Harvard University,1.6,1
13,Univ. of California - Santa Barbara,1.6,1
13,University of Calgary,1.6,2
16,Georgia Institute of Technology,1.5,1
16,University of Chicago,1.5,1
18,Virginia Tech,1.4,2
19,Brown University,1.3,1
19,Dalhousie University,1.3,1
19,Duke University,1.3,1
19,Princeton University,1.3,1
19,Texas Tech University,1.3,1
19,Univ. of California - Santa Cruz,1.3,1
19,University of British Columbia,1.3,1
19,University of Minnesota,1.3,1
19,University of South Florida,1.3,1
19,University of Victoria,1.3,1
29,Florida International University,1.2,1
29,North Carolina State University,1.2,1
29,Oregon State University,1.2,1
29,Univ. of Illinois at Urbana-Champaign,1.2,1
29,University of Houston,1.2,1
29,University of North Carolina,1.2,1
29,University of Notre Dame,1.2,1
29,University of Pittsburgh,1.2,1
29,York University,1.2,1
