rank,Uni,count,n_faculty
1,University of Michigan,4.0,8
2,Georgia Institute of Technology,3.0,3
3,University of Wisconsin - Madison,2.9,2
4,Massachusetts Institute of Technology,2.6,6
5,Pennsylvania State University,2.5,5
6,University of Pennsylvania,2.3,3
7,Stanford University,2.2,5
7,University of Toronto,2.2,4
7,University of Utah,2.2,3
7,University of Washington,2.2,3
7,Yale University,2.2,3
12,University of Virginia,2.1,4
13,Univ. of California - Riverside,2.0,3
13,University of Southern California,2.0,1
15,Columbia University,1.9,2
16,Oregon State University,1.8,2
16,Princeton University,1.8,2
16,Univ. of California - San Diego,1.8,3
16,University of Pittsburgh,1.8,3
20,North Carolina State University,1.7,2
20,Texas A&M University,1.7,2
22,Univ. of Illinois at Urbana-Champaign,1.6,2
23,Cornell University,1.5,1
23,Univ. of California - Merced,1.5,1
25,Indiana University,1.4,2
26,Binghamton University,1.3,1
26,Ohio State University,1.3,1
26,Ohio University,1.3,1
26,Purdue University,1.3,1
26,Rutgers University,1.3,1
26,University of British Columbia,1.3,1
26,University of Chicago,1.3,1
