rank,Uni,count,n_faculty
1,Univ. of Illinois at Urbana-Champaign,6.6,12
2,Massachusetts Institute of Technology,3.8,5
3,Pennsylvania State University,3.7,8
4,Carnegie Mellon University,3.3,5
5,North Carolina State University,3.2,5
5,University of Michigan,3.2,8
5,University of Toronto,3.2,6
8,Univ. of California - Riverside,3.1,7
9,Princeton University,3.0,3
9,University of Pennsylvania,3.0,3
11,Univ. of California - Santa Barbara,2.9,4
12,Purdue University,2.8,4
13,University of Chicago,2.5,4
13,University of Wisconsin - Madison,2.5,4
15,Virginia Tech,2.4,4
16,Stanford University,2.3,5
16,Univ. of California - San Diego,2.3,4
18,University of Central Florida,2.2,2
18,University of Virginia,2.2,3
20,Columbia University,2.1,2
20,Northwestern University,2.1,4
22,Georgia Institute of Technology,2.0,3
22,University of British Columbia,2.0,2
24,University of Rochester,1.9,2
25,College of William and Mary,1.8,3
25,Cornell University,1.8,3
25,Texas A&M University,1.8,3
25,Yale University,1.8,3
29,Arizona State University,1.7,1
29,University of Utah,1.7,3
