rank,Uni,count,n_faculty
1,University of Michigan,3.7,6
2,Univ. of Illinois at Urbana-Champaign,3.3,6
3,Carnegie Mellon University,3.2,6
3,Cornell University,3.2,4
3,Purdue University,3.2,5
6,Georgia Institute of Technology,2.9,4
7,Princeton University,2.4,4
8,Duke University,2.3,2
8,Stanford University,2.3,2
10,Texas A&M University,2.2,3
10,University of Virginia,2.2,3
10,University of Washington,2.2,3
13,University of Rochester,2.1,2
14,Pennsylvania State University,1.9,3
15,Massachusetts Institute of Technology,1.8,1
15,University of Pennsylvania,1.8,2
15,Yale University,1.8,2
18,Rice University,1.7,2
18,Simon Fraser University,1.7,2
18,University of British Columbia,1.7,2
18,University of Toronto,1.7,2
18,University of Utah,1.7,2
23,Univ. of California - San Diego,1.6,3
23,University of Chicago,1.6,3
23,University of Wisconsin - Madison,1.6,2
26,Northeastern University,1.5,1
26,Univ. of California - Santa Barbara,1.5,1
26,Univ. of California - Santa Cruz,1.5,2
29,Stony Brook University,1.4,2
30,Harvard University,1.3,2
30,McGill University,1.3,1
30,Rutgers University,1.3,1
30,University of Colorado Boulder,1.3,1
30,University of Texas at Arlington,1.3,1
