rank,Uni,count,n_faculty
1,University of Texas at Austin,2.7,3
2,Rice University,2.3,1
3,University of Wisconsin - Madison,2.2,3
4,Massachusetts Institute of Technology,2.0,1
5,Stanford University,1.9,2
5,Univ. of Illinois at Urbana-Champaign,1.9,3
7,Carnegie Mellon University,1.8,2
7,New York University,1.8,2
7,University of Pennsylvania,1.8,1
7,University of Southern California,1.8,2
7,University of Waterloo,1.8,1
12,Univ. of California - Los Angeles,1.7,2
12,University of Colorado Boulder,1.7,2
12,Yale University,1.7,2
15,Stevens Institute of Technology,1.5,1
15,University of Michigan,1.5,1
15,University of Utah,1.5,1
18,University of Iowa,1.4,1
19,Cornell University,1.3,1
19,Stony Brook University,1.3,1
19,Univ. of California - Riverside,1.3,1
19,University of Texas at Dallas,1.3,1
23,Univ. of California - Davis,1.2,1
23,University of Toronto,1.2,1
