rank,Uni,count,n_faculty
1,University of Michigan,4.1,6
2,Univ. of California - Santa Barbara,3.9,2
3,Univ. of California - Los Angeles,3.0,3
4,Univ. of California - Irvine,2.7,4
4,Univ. of California - San Diego,2.7,5
6,Duke University,2.6,3
7,Northwestern University,2.5,2
7,Univ. of California - Riverside,2.5,3
9,University of Pittsburgh,2.4,3
10,University of Notre Dame,2.2,1
11,Univ. of Illinois at Urbana-Champaign,2.1,2
12,Northeastern University,1.9,3
12,Univ. of California - Berkeley,1.9,2
14,Arizona State University,1.8,2
14,Pennsylvania State University,1.8,3
14,University of Maryland - College Park,1.8,1
14,University of Texas at Austin,1.8,1
18,University at Buffalo,1.6,2
19,Cornell University,1.5,1
19,University of Arkansas,1.5,1
19,Yale University,1.5,1
22,Portland State University,1.4,1
22,University of North Carolina,1.4,1
24,Carnegie Mellon University,1.3,1
24,Columbia University,1.3,1
24,Indiana University,1.3,1
24,New York University,1.3,1
24,Princeton University,1.3,1
24,Rice University,1.3,1
24,Rutgers University,1.3,1
24,Univ. of Maryland - Baltimore County,1.3,1
24,University of Southern California,1.3,1
24,University of Toronto,1.3,1
24,University of Utah,1.3,1
