rank,Uni,count,n_faculty
1,Univ. of Illinois at Urbana-Champaign,4.0,5
2,University of Utah,2.6,5
3,Augusta University,2.3,1
3,Massachusetts Institute of Technology,2.3,2
5,Univ. of California - Berkeley,2.2,1
6,Ohio State University,2.1,4
6,Univ. of California - Riverside,2.1,2
8,Michigan Technological University,1.8,3
8,Northwestern University,1.8,4
8,Texas Tech University,1.8,2
8,Univ. of California - Merced,1.8,2
12,North Carolina State University,1.7,1
12,University of Maryland - College Park,1.7,1
14,Georgia Institute of Technology,1.6,3
14,Univ. of California - Davis,1.6,2
14,University of Texas at Arlington,1.6,2
14,Virginia Tech,1.6,2
18,IUPUI,1.5,1
18,Illinois Institute of Technology,1.5,2
18,Mississippi State University,1.5,1
18,NJIT,1.5,1
18,Rutgers University,1.5,1
18,Simon Fraser University,1.5,2
18,UNC - Charlotte,1.5,2
18,UNC - Greensboro,1.5,1
18,University of Houston,1.5,1
18,University of Minnesota,1.5,2
18,University of Tennessee,1.5,1
29,Purdue University,1.4,2
29,Stanford University,1.4,3
29,University of Chicago,1.4,1
