rank,Uni,count,n_faculty
1,Indiana University,2.0,2
2,Univ. of Illinois at Urbana-Champaign,1.7,2
3,Purdue University,1.6,2
3,Rice University,1.6,1
5,Univ. of California - Merced,1.5,1
5,University of Iowa,1.5,1
5,University of Pittsburgh,1.5,1
8,George Washington University,1.3,1
8,Georgia Institute of Technology,1.3,1
8,UCCS,1.3,1
8,UNC - Charlotte,1.3,1
8,University of Alabama - Birmingham,1.3,2
8,University of Rochester,1.3,1
8,University of Texas at Arlington,1.3,1
8,University of Utah,1.3,2
16,North Carolina State University,1.2,1
16,Syracuse University,1.2,1
16,University at Buffalo,1.2,1
16,University of Central Florida,1.2,1
20,Harvard University,1.1,1
20,Missouri S&T,1.1,1
20,Northwestern University,1.1,1
20,University of Chicago,1.1,1
20,University of Oregon,1.1,1
20,University of South Florida,1.1,1
20,Virginia Tech,1.1,1
