rank,Uni,count,n_faculty
1,Massachusetts Institute of Technology,5.9,8
2,Stanford University,4.1,6
3,University of British Columbia,3.9,7
4,University of Toronto,3.2,5
5,Univ. of California - San Diego,3.1,5
6,Carnegie Mellon University,2.9,6
6,Texas A&M University,2.9,4
8,Ohio State University,2.8,1
9,Simon Fraser University,2.7,5
10,University of Montreal,2.6,3
11,New York University,2.5,4
12,California Institute of Technology,2.2,2
13,Columbia University,2.1,1
13,Cornell University,2.1,3
15,Brown University,2.0,3
15,Purdue University,2.0,2
17,George Mason University,1.8,2
17,University of Texas at Austin,1.8,2
17,University of Wisconsin - Madison,1.8,2
20,University of Houston,1.7,2
21,Univ. of California - Santa Barbara,1.6,2
21,University of Southern California,1.6,1
21,University of Utah,1.6,1
24,Harvard University,1.5,1
24,University of Maryland - College Park,1.5,2
24,University of Massachusetts Amherst,1.5,2
24,Yale University,1.5,1
28,Carleton University,1.4,1
28,Dartmouth College,1.4,2
28,Michigan State University,1.4,1
28,Univ. of California - Davis,1.4,2
28,University of Guelph,1.4,1
