rank,Uni,count,n_faculty
1,Carnegie Mellon University,3.3,5
2,Univ. of California - San Diego,3.2,4
3,Massachusetts Institute of Technology,3.1,5
3,University of Toronto,3.1,4
5,Stanford University,2.9,6
6,Dartmouth College,2.6,2
7,New York University,2.5,3
7,Simon Fraser University,2.5,5
9,Columbia University,2.2,2
10,Princeton University,2.1,2
11,Yale University,2.0,3
12,University of Waterloo,1.9,2
13,Brigham Young University,1.8,3
13,Univ. of California - Berkeley,1.8,3
13,University of Pennsylvania,1.8,1
13,University of Texas at Austin,1.8,3
17,Univ. of California - Santa Barbara,1.7,1
17,University of British Columbia,1.7,2
19,California Institute of Technology,1.6,2
19,Michigan State University,1.6,1
21,McGill University,1.5,1
21,Univ. of California - Davis,1.5,2
21,University of Maryland - College Park,1.5,1
21,University of Washington,1.5,2
25,Cornell University,1.4,1
25,Texas A&M University,1.4,2
25,Univ. of California - Irvine,1.4,1
25,University of Montreal,1.4,1
29,Case Western Reserve University,1.3,1
29,George Mason University,1.3,1
29,Portland State University,1.3,1
29,Rice University,1.3,1
29,Rutgers University,1.3,1
29,Univ. of California - Los Angeles,1.3,2
29,University of Southern California,1.3,1
29,University of Utah,1.3,1
29,Washington University in St. Louis,1.3,1
