rank,Uni,count,n_faculty
1,Massachusetts Institute of Technology,10.2,11
2,Carnegie Mellon University,6.9,9
3,University of Michigan,6.6,4
4,Columbia University,5.8,8
5,Univ. of California - San Diego,5.5,7
6,University of Texas at Austin,5.4,6
7,Univ. of California - Los Angeles,4.6,4
8,Princeton University,4.5,7
9,Univ. of Illinois at Urbana-Champaign,4.2,5
10,Harvard University,4.1,4
10,University of Washington,4.1,6
12,Stanford University,4.0,6
13,Northeastern University,3.5,4
13,University of Chicago,3.5,3
15,Georgia Institute of Technology,3.3,2
15,McGill University,3.3,2
17,University of Illinois at Chicago,3.1,2
17,University of Wisconsin - Madison,3.1,3
19,Duke University,3.0,3
19,Univ. of California - Irvine,3.0,2
19,University of Toronto,3.0,3
22,New York University,2.9,4
23,Northwestern University,2.8,4
23,Purdue University,2.8,4
23,Rutgers University,2.8,3
23,University of Pennsylvania,2.8,3
23,University of Waterloo,2.8,5
28,Cornell University,2.7,3
29,TTI Chicago,2.6,3
29,Univ. of California - Berkeley,2.6,2
