rank,Uni,count,n_faculty
1,Carnegie Mellon University,11.1,9
2,Massachusetts Institute of Technology,9.8,12
3,Univ. of Illinois at Urbana-Champaign,7.2,7
4,Princeton University,6.6,7
5,Univ. of California - Berkeley,6.0,11
6,Northeastern University,5.7,4
7,University of Washington,5.1,7
8,Univ. of California - San Diego,4.9,6
9,Columbia University,4.8,5
10,Cornell University,4.6,5
11,Boston University,4.0,5
12,University of Illinois at Chicago,3.8,3
13,University of Waterloo,3.6,6
14,Johns Hopkins University,3.5,2
14,Stanford University,3.5,5
16,California Institute of Technology,3.3,4
16,University of Texas at Dallas,3.3,2
18,Univ. of California - Los Angeles,3.2,4
19,Rutgers University,3.0,2
19,University of Chicago,3.0,3
21,University of Maryland - College Park,2.8,3
22,Yale University,2.7,3
23,Brown University,2.6,3
23,University of Michigan,2.6,5
23,University of Toronto,2.6,4
26,Duke University,2.5,4
26,Univ. of California - Santa Cruz,2.5,1
28,Purdue University,2.4,6
29,McGill University,2.3,3
29,University of Utah,2.3,2
29,University of Wisconsin - Madison,2.3,2
