rank,Uni,count,n_faculty
1,Pennsylvania State University,2.5,2
2,University of Connecticut,2.3,2
3,University of Toronto,2.2,3
4,Carnegie Mellon University,2.1,2
5,Univ. of California - Berkeley,2.0,2
6,Purdue University,1.8,2
7,University of Maryland - College Park,1.7,3
8,Massachusetts Institute of Technology,1.6,2
9,NJIT,1.5,1
9,Univ. of California - Los Angeles,1.5,2
9,Virginia Commonwealth University,1.5,1
12,Univ. of California - Irvine,1.4,2
13,Cornell University,1.3,1
13,Duke University,1.3,1
13,Georgia State University,1.3,2
13,Stanford University,1.3,1
13,University of Washington,1.3,1
18,Indiana University,1.2,1
18,Univ. of California - Davis,1.2,1
18,Univ. of Illinois at Urbana-Champaign,1.2,1
18,University of South Carolina,1.2,1
18,University of Virginia,1.2,1
