rank,Uni,count,n_faculty
1,Carnegie Mellon University,2.9,6
2,Univ. of California - Los Angeles,2.4,5
3,University of Connecticut,2.3,2
4,Univ. of California - San Diego,1.9,4
4,University of Toronto,1.9,2
6,Indiana University,1.8,2
6,TTI Chicago,1.8,1
6,Univ. of California - Berkeley,1.8,1
6,Univ. of Illinois at Urbana-Champaign,1.8,1
10,Massachusetts Institute of Technology,1.7,2
11,Brown University,1.6,2
11,Case Western Reserve University,1.6,2
13,Tufts University,1.5,1
13,University of Florida,1.5,1
13,University of Washington,1.5,1
16,University of Maryland - College Park,1.4,2
17,Columbia University,1.3,1
17,Duke University,1.3,1
17,Pennsylvania State University,1.3,1
17,Princeton University,1.3,1
17,Rice University,1.3,1
17,Temple University,1.3,1
17,Univ. of California - Riverside,1.3,1
17,University of Miami,1.3,1
17,University of Pennsylvania,1.3,1
17,University of Waterloo,1.3,1
27,Boston University,1.2,1
27,Northwestern University,1.2,1
27,Oregon State University,1.2,1
27,University of Colorado Boulder,1.2,1
27,University of North Carolina,1.2,1
