rank,Uni,count,n_faculty
1,Carnegie Mellon University,2.8,6
2,Northeastern University,2.6,5
3,Univ. of Illinois at Urbana-Champaign,2.2,5
4,Ohio State University,2.1,3
5,Stony Brook University,1.9,5
5,Univ. of California - San Diego,1.9,3
5,University of Pennsylvania,1.9,2
8,University of Michigan,1.8,3
9,Georgia Institute of Technology,1.6,3
9,University of Maryland - College Park,1.6,2
11,Pennsylvania State University,1.5,2
11,Purdue University,1.5,3
11,University of Massachusetts Amherst,1.5,2
14,University of Pittsburgh,1.4,1
15,Cornell University,1.3,1
15,Florida State University,1.3,1
15,Massachusetts Institute of Technology,1.3,1
15,Naval Postgraduate School,1.3,1
15,Univ. of California - Riverside,1.3,1
15,University at Buffalo,1.3,1
15,University of Chicago,1.3,2
15,University of Florida,1.3,1
15,University of Oregon,1.3,1
15,University of Texas at Arlington,1.3,1
15,University of Texas at Austin,1.3,1
15,University of Wisconsin - Madison,1.3,1
15,Virginia Tech,1.3,2
28,College of William and Mary,1.2,1
28,Georgetown University,1.2,1
28,Univ. of California - Los Angeles,1.2,1
28,University of Illinois at Chicago,1.2,1
28,University of North Texas,1.2,1
