rank,Uni,count,n_faculty
1,Pennsylvania State University,2.0,2
2,University at Buffalo,1.8,2
3,California Institute of Technology,1.5,2
3,Princeton University,1.5,1
3,University of South Carolina,1.5,1
6,University of Massachusetts Amherst,1.4,2
6,University of Wisconsin - Madison,1.4,2
8,Northwestern University,1.3,1
8,Univ. of California - Riverside,1.3,1
10,Boston University,1.2,1
10,Columbia University,1.2,1
10,Georgia Institute of Technology,1.2,1
10,University of Minnesota,1.2,1
10,University of Washington,1.2,1
15,Purdue University,1.1,1
