rank,Uni,count,n_faculty
1,Northeastern University,2.3,5
2,Pennsylvania State University,2.2,4
3,California Institute of Technology,2.1,2
3,Univ. of Illinois at Urbana-Champaign,2.1,5
5,Northwestern University,2.0,1
6,Columbia University,1.8,3
7,Boston University,1.7,2
7,Cornell University,1.7,3
7,North Carolina State University,1.7,2
7,Univ. of California - Davis,1.7,2
7,Univ. of California - San Diego,1.7,4
12,New York University,1.6,3
12,University of Chicago,1.6,3
14,Ohio State University,1.5,2
14,Stony Brook University,1.5,2
14,Univ. of California - Berkeley,1.5,1
14,University of Calgary,1.5,1
14,University of Wisconsin - Madison,1.5,1
19,Georgia Institute of Technology,1.4,2
19,University of Texas at Austin,1.4,2
21,Duke University,1.3,2
21,Florida State University,1.3,1
21,Massachusetts Institute of Technology,1.3,1
21,Princeton University,1.3,1
21,Purdue University,1.3,2
21,Texas A&M University,1.3,1
21,Univ. of California - Santa Barbara,1.3,2
21,University of Maryland - College Park,1.3,2
21,University of Oregon,1.3,1
21,University of Washington,1.3,1
21,University of Waterloo,1.3,1
