rank,Uni,count,n_faculty
1,Univ. of California - San Diego,3.4,5
2,Georgia Institute of Technology,2.8,3
3,University of Massachusetts Amherst,2.3,4
4,Carnegie Mellon University,2.2,3
5,Univ. of Illinois at Urbana-Champaign,2.1,4
6,Northeastern University,1.7,3
6,Univ. of California - Irvine,1.7,3
8,Columbia University,1.6,3
8,Stanford University,1.6,2
8,University of Chicago,1.6,2
8,University of Toronto,1.6,2
12,College of William and Mary,1.5,2
13,California Institute of Technology,1.4,2
13,New York University,1.4,2
13,University of Michigan,1.4,3
13,University of Washington,1.4,2
17,Cornell University,1.3,1
17,Florida International University,1.3,1
17,North Carolina State University,1.3,1
17,Northwestern University,1.3,1
17,Old Dominion University,1.3,1
17,Pennsylvania State University,1.3,1
17,Purdue University,1.3,2
17,Univ. of California - Santa Cruz,1.3,1
17,University of Pittsburgh,1.3,1
26,Boston University,1.2,1
26,Massachusetts Institute of Technology,1.2,1
26,Ohio State University,1.2,1
26,Syracuse University,1.2,1
26,Univ. of California - Davis,1.2,1
26,Univ. of California - Riverside,1.2,1
26,University at Buffalo,1.2,1
26,University of Notre Dame,1.2,1
26,University of Southern California,1.2,1
26,Virginia Tech,1.2,1
