rank,Uni,count,n_faculty
1,Texas A&M University,2.7,1
2,Massachusetts Institute of Technology,2.5,2
3,Georgia Institute of Technology,2.1,4
4,Boston University,2.0,2
5,Univ. of Illinois at Urbana-Champaign,1.9,4
6,University of Chicago,1.8,3
6,University of Toronto,1.8,2
6,University of Wisconsin - Madison,1.8,1
9,University of Massachusetts Amherst,1.7,2
10,Pennsylvania State University,1.6,3
11,California Institute of Technology,1.5,2
11,Univ. of California - Davis,1.5,3
11,University of Texas at Austin,1.5,3
14,Univ. of California - San Diego,1.4,2
14,University of Minnesota,1.4,2
16,Carnegie Mellon University,1.3,2
16,Columbia University,1.3,1
16,Northwestern University,1.3,1
16,Texas State University,1.3,1
16,University of Arizona,1.3,1
16,University of Southern California,1.3,1
22,Purdue University,1.2,1
22,Stanford University,1.2,1
22,University of Connecticut,1.2,1
22,University of Illinois at Chicago,1.2,1
22,University of Michigan,1.2,1
22,University of Texas at Arlington,1.2,1
22,Virginia Tech,1.2,1
29,Duke University,1.1,1
29,Northeastern University,1.1,1
29,Princeton University,1.1,1
29,Stony Brook University,1.1,1
29,Univ. of California - Berkeley,1.1,1
