rank,Uni,count,n_faculty
1,Carnegie Mellon University,7.7,14
2,University of Maryland - College Park,6.3,12
3,University of Southern California,5.5,5
4,Arizona State University,5.4,10
4,University of Alberta,5.4,12
4,University of North Carolina,5.4,6
7,Rutgers University,4.9,9
7,Univ. of California - Los Angeles,4.9,9
9,University of Virginia,4.3,9
10,Rice University,4.2,5
11,Northeastern University,4.1,5
11,University of Michigan,4.1,5
11,University of Pittsburgh,4.1,5
14,Massachusetts Institute of Technology,4.0,12
15,Univ. of Illinois at Urbana-Champaign,3.9,8
16,Univ. of California - Santa Cruz,3.8,8
16,University of Central Florida,3.8,11
18,Cornell University,3.7,7
18,Simon Fraser University,3.7,6
20,Columbia University,3.6,3
21,Harvard University,3.5,5
21,Pennsylvania State University,3.5,8
21,University of Texas at Austin,3.5,7
21,University of Texas at Dallas,3.5,5
21,Washington University in St. Louis,3.5,5
26,Michigan State University,3.4,8
26,University of Massachusetts Amherst,3.4,9
26,University of Rochester,3.4,4
29,Texas A&M University,3.3,5
30,Univ. of California - Berkeley,3.2,4
30,University at Buffalo,3.2,9
30,University of Notre Dame,3.2,5
