rank,Uni,count,n_faculty
1,University of Alberta,9.9,14
2,Carnegie Mellon University,7.4,13
3,Univ. of California - Los Angeles,6.4,10
4,University at Buffalo,6.3,8
5,Rutgers University,5.8,8
6,Arizona State University,5.6,9
6,Harvard University,5.6,7
8,University of Virginia,5.2,9
9,Univ. of Illinois at Urbana-Champaign,5.1,9
10,University of Texas at Dallas,5.0,10
10,University of Toronto,5.0,8
12,University of Pittsburgh,4.8,5
13,George Mason University,4.7,8
13,Rice University,4.7,4
13,University of Maryland - College Park,4.7,9
13,University of Massachusetts Amherst,4.7,7
17,University of Southern California,4.4,10
18,Cornell University,4.3,5
18,University of Texas at Austin,4.3,6
20,University of Illinois at Chicago,4.2,7
21,Purdue University,4.1,7
21,University of Michigan,4.1,8
23,Massachusetts Institute of Technology,3.9,8
23,Washington University in St. Louis,3.9,3
25,University of Pennsylvania,3.7,10
26,Columbia University,3.6,3
26,University of Notre Dame,3.6,6
28,University of Central Florida,3.5,5
29,Northeastern University,3.4,8
30,Pennsylvania State University,3.3,9
30,University of North Carolina,3.3,3
