rank,Uni,count,n_faculty
1,Carnegie Mellon University,8.2,8
2,University of Alberta,7.6,11
3,Harvard University,7.0,7
4,Washington University in St. Louis,6.4,4
5,University of Pittsburgh,5.5,5
6,Massachusetts Institute of Technology,5.1,8
7,Arizona State University,5.0,9
7,Rutgers University,5.0,7
9,Univ. of Illinois at Urbana-Champaign,4.7,8
9,University of Texas at Dallas,4.7,7
11,Northeastern University,4.5,3
12,Tulane University,4.2,3
12,University of Waterloo,4.2,6
14,University of Massachusetts Amherst,4.1,5
15,University of British Columbia,3.9,6
16,Duke University,3.6,5
16,University of Illinois at Chicago,3.6,5
16,University of North Carolina,3.6,5
19,Rensselaer Polytechnic Institute,3.5,2
19,Rice University,3.5,3
19,Stanford University,3.5,3
19,University of Pennsylvania,3.5,7
23,Brown University,3.4,4
23,Johns Hopkins University,3.4,6
23,Univ. of California - Los Angeles,3.4,6
26,Univ. of California - Irvine,3.3,5
27,University of Texas at Austin,3.2,5
27,University of Toronto,3.2,3
29,University of Maryland - College Park,3.1,5
30,George Mason University,2.9,4
30,University of Virginia,2.9,4
